City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
283,Rio Grande,BR,2021-10-30 22:36:15,-32.035,-52.0986,71.94,85,46,18.61
284,Adrar,MR,2021-10-30 22:36:16,20.5022,-10.0711,79.18,38,100,9.24
285,Oda,JP,2021-10-30 22:36:16,35.1833,132.5,52.57,81,80,4.38
286,Umm Kaddadah,SD,2021-10-30 22:34:10,13.6017,26.6876,85.93,23,30,11.03
287,Katherine,AU,2021-10-30 22:36:17,-14.4667,132.2667,82.72,69,75,0.0
288,Flinders,AU,2021-10-30 22:36:18,-34.5833,150.8552,63.81,63,0,3.0
289,Tapes,BR,2021-10-30 22:34:44,-30.6733,-51.3958,68.59,85,23,19.66
290,Panzhihua,CN,2021-10-30 22:36:18,26.5851,101.7128,57.67,96,17,1.81
291,Wasilla,US,2021-10-30 22:36:19,61.5814,-149.4394,45.95,70,75,8.99
292,Taoudenni,ML,2021-10-30 22:36:19,22.6783,-3.9836,84.4,27,1,9.13
293,Ekhabi,RU,2021-10-30 22:36:19,53.5102,142.9671,29.52,57,100,16.58
294,Baykit,RU,2021-10-30 22:36:20,61.67,96.37,16.45,84,99,10.56
295,Richards Bay,ZA,2021-10-30 22:34:56,-28.783,32.0377,61.97,84,48,6.8
296,Emba,KZ,2021-10-30 22:36:21,48.8264,58.1442,39.16,83,43,9.19
297,Berlevag,NO,2021-10-30 22:36:21,70.8578,29.0864,39.07,75,98,9.84
298,Beringovskiy,RU,2021-10-30 22:33:59,63.05,179.3167,8.06,94,98,19.04
299,Magaria,NE,2021-10-30 22:36:22,12.9983,8.9099,82.94,15,24,10.31
300,Bengkulu,ID,2021-10-30 22:36:22,-3.8004,102.2655,76.01,90,100,5.53
301,Am Timan,TD,2021-10-30 22:36:23,11.0297,20.2827,78.22,34,83,2.62
302,Maxixe,MZ,2021-10-30 22:36:23,-23.8597,35.3472,69.3,76,3,6.22
303,Srednekolymsk,RU,2021-10-30 22:36:24,67.45,153.6833,-4.4,96,100,6.13
304,Esperance,AU,2021-10-30 22:36:24,-33.8667,121.9,55.24,56,11,13.94
305,Axim,GH,2021-10-30 22:32:37,4.8699,-2.2405,78.53,86,82,8.55
306,Isangel,VU,2021-10-30 22:36:25,-19.55,169.2667,82.51,61,1,3.44
307,Wana,PK,2021-10-30 22:36:25,32.2989,69.5725,57.52,22,0,6.46
308,Olds,CA,2021-10-30 22:36:26,51.7834,-114.102,35.91,32,0,12.66
309,Zanjan,IR,2021-10-30 22:36:26,36.6736,48.4787,51.51,65,96,6.51
310,Esmeralda,CU,2021-10-30 22:33:22,21.8525,-78.1169,76.24,87,100,2.95
311,Mwinilunga,ZM,2021-10-30 22:36:28,-11.7358,24.4293,66.15,78,75,2.66
312,Bauchi,NG,2021-10-30 22:36:29,10.5,10.0,75.92,30,100,3.98
313,Pisco,PE,2021-10-30 22:36:30,-13.7,-76.2167,66.25,77,20,6.91
314,Salta,AR,2021-10-30 22:36:30,-24.7859,-65.4117,79.09,77,75,10.36
315,Asau,RO,2021-10-30 22:36:30,46.4333,26.4,39.76,97,0,2.26
316,Fenyi,CN,2021-10-30 22:33:55,27.8112,114.6681,59.92,70,46,0.4
317,Coruripe,BR,2021-10-30 22:37:31,-10.1256,-36.1756,76.48,79,10,9.86
318,Quelimane,MZ,2021-10-30 22:37:32,-17.8786,36.8883,73.35,78,0,4.61
319,Fereydunshahr,IR,2021-10-30 22:37:32,32.941,50.121,43.56,58,78,1.88
320,Tessalit,ML,2021-10-30 22:37:33,20.1986,1.0114,83.3,14,83,7.25
321,Cherskiy,RU,2021-10-30 22:37:33,68.75,161.3,-0.2,98,100,5.86
322,Talnakh,RU,2021-10-30 22:37:34,69.4865,88.3972,12.16,96,100,4.81
323,San Joaquin,US,2021-10-30 22:37:34,37.9333,-121.3011,74.79,63,1,5.75
324,Yulara,AU,2021-10-30 22:37:34,-25.2406,130.9889,58.84,88,100,8.05
325,Tayu,ID,2021-10-30 22:37:35,-6.5397,111.0518,80.1,82,88,3.85
326,Buritis,BR,2021-10-30 22:37:36,-15.6178,-46.4233,80.1,48,82,1.5
327,Kununurra,AU,2021-10-30 22:37:36,-15.7667,128.7333,82.38,69,85,9.22
328,San Juan,AR,2021-10-30 22:34:09,-31.5375,-68.5364,81.32,34,9,21.77
329,Mangrol,IN,2021-10-30 22:37:37,21.1167,70.1167,74.55,44,58,9.24
330,Pevek,RU,2021-10-30 22:37:37,69.7008,170.3133,-2.78,96,100,10.63
331,Ransang,PH,2021-10-30 22:37:38,8.9603,117.5828,79.95,83,54,3.96
332,Lakes Entrance,AU,2021-10-30 22:37:38,-37.8811,147.981,62.17,54,4,7.49
333,Kahului,US,2021-10-30 22:32:40,20.8947,-156.47,87.06,61,1,10.36
334,Winslow,US,2021-10-30 22:37:39,35.0242,-110.6974,78.96,17,1,4.61
335,Egvekinot,RU,2021-10-30 22:37:39,66.3167,-179.1667,2.89,91,100,9.93
336,Nador,MA,2021-10-30 22:37:40,35.174,-2.9287,68.25,68,0,2.3
337,Caravelas,BR,2021-10-30 22:37:41,-17.7125,-39.2481,73.24,88,96,7.29
338,Khalkhal,IR,2021-10-30 22:37:41,37.6189,48.5258,44.15,82,70,2.77
339,Mao,ES,2021-10-30 22:37:42,39.8885,4.2658,70.36,88,40,5.75
340,Santa Barbara,US,2021-10-30 22:37:42,34.7333,-120.0343,74.3,58,1,10.36
341,Kampene,CD,2021-10-30 22:37:43,-3.6,26.6667,67.8,98,97,1.68
342,Bereda,ES,2021-10-30 22:37:43,43.2686,-7.5406,59.92,91,97,6.71
343,Carauari,BR,2021-10-30 22:37:44,-4.8828,-66.8958,77.04,87,96,3.85
344,Shihezi,CN,2021-10-30 22:37:44,44.3,86.0333,44.94,64,55,1.61
345,Ozerna,UA,2021-10-30 22:37:45,49.6289,25.329,45.01,70,5,13.67
346,Divnoye,RU,2021-10-30 22:37:45,45.9089,43.3547,41.63,82,0,8.68
347,Vila Franca Do Campo,PT,2021-10-30 22:37:46,37.7167,-25.4333,74.19,93,100,14.43
348,Tuatapere,NZ,2021-10-30 22:33:25,-46.1333,167.6833,47.97,94,100,17.67
349,Sao Jose Da Coroa Grande,BR,2021-10-30 22:37:47,-8.8978,-35.1478,77.2,74,2,11.27
350,Shimoda,JP,2021-10-30 22:37:47,34.6667,138.95,62.71,80,100,9.31
351,Mahon,ES,2021-10-30 22:37:42,39.8885,4.2658,70.36,88,40,5.75
352,Kodinsk,RU,2021-10-30 22:37:48,58.6881,99.1844,23.74,62,73,7.78
353,Rosario,AR,2021-10-30 22:36:15,-32.9468,-60.6393,89.94,40,0,1.01
354,San Vicente,AR,2021-10-30 22:37:50,-26.6167,-54.1333,60.51,99,100,1.54
355,Ucluelet,CA,2021-10-30 22:36:27,48.9329,-125.5528,54.05,55,1,1.92
356,Kloulklubed,PW,2021-10-30 22:37:50,7.0419,134.2556,79.3,76,100,15.61
357,Lucea,JM,2021-10-30 22:37:51,18.451,-78.1736,83.86,74,100,1.72
358,Myaundzha,RU,2021-10-30 22:37:51,63.0494,147.1858,-8.45,96,91,4.47
359,Danilovka,RU,2021-10-30 22:37:52,50.3557,44.1168,40.28,81,0,5.55
360,Port Hawkesbury,CA,2021-10-30 22:37:52,45.6169,-61.3485,49.59,87,90,1.99
361,Champerico,GT,2021-10-30 22:37:54,14.3,-91.9167,84.34,75,100,2.95
362,Rawson,AR,2021-10-30 22:38:54,-43.3002,-65.1023,48.92,63,87,22.17
363,Cacoal,BR,2021-10-30 22:38:55,-11.4386,-61.4472,80.46,65,92,2.24
364,Zapolyarnyy,RU,2021-10-30 22:38:55,69.4154,30.8136,18.68,90,100,1.63
365,Port Hardy,CA,2021-10-30 22:38:56,50.6996,-127.4199,46.58,71,20,3.44
366,Santa Cruz,BO,2021-10-30 22:38:57,-17.8,-63.1667,87.26,58,75,11.5
367,Qui Nhon,VN,2021-10-30 22:35:56,13.7667,109.2333,75.69,90,40,6.42
368,Castro,BR,2021-10-30 22:38:57,-24.7911,-50.0119,60.85,96,89,8.34
369,Xining,CN,2021-10-30 22:38:58,36.6167,101.7667,33.48,73,91,1.25
370,Bayir,TR,2021-10-30 22:38:59,37.2687,28.2167,50.52,84,100,3.96
371,Amalapuram,IN,2021-10-30 22:38:59,16.5833,82.0167,75.47,94,99,3.94
372,Hall,US,2021-10-30 22:39:00,34.3168,-83.7832,55.49,84,90,9.22
373,Tiksi,RU,2021-10-30 22:39:01,71.6872,128.8694,2.59,93,97,9.31
374,General Roca,AR,2021-10-30 22:39:02,-39.0333,-67.5833,66.6,20,100,16.58
375,Methoni,GR,2021-10-30 22:39:02,36.8197,21.7049,61.21,60,39,6.31
376,Vista Hermosa,MX,2021-10-30 22:39:03,19.5167,-99.2167,73.54,24,12,9.86
377,Tepic,MX,2021-10-30 22:39:03,21.5,-104.9,78.39,72,5,5.32
378,Manokwari,ID,2021-10-30 22:39:04,-0.8667,134.0833,81.88,68,76,1.48
379,Khani,GE,2021-10-30 22:39:04,41.9563,42.9566,53.17,77,26,5.99
380,Kirovskiy,RU,2021-10-30 22:39:05,45.0917,133.5136,38.52,67,94,3.38
381,Formosa,AR,2021-10-30 22:39:05,-26.1775,-58.1781,82.38,69,0,8.05
382,Coahuayana,MX,2021-10-30 22:39:06,18.7333,-103.6833,84.11,72,12,4.65
383,Kiryas Joel,US,2021-10-30 22:39:06,41.342,-74.1679,58.44,71,75,11.5
384,Bronnoysund,NO,2021-10-30 22:39:07,65.4625,12.1997,46.4,87,44,4.61
385,Marsh Harbour,BS,2021-10-30 22:39:08,26.5412,-77.0636,77.86,72,10,13.94
386,Malatya,TR,2021-10-30 22:36:58,38.5,38.0,50.05,94,75,3.44
387,Salinas,US,2021-10-30 22:39:09,36.6777,-121.6555,72.16,73,40,8.05
388,Ambam,CM,2021-10-30 22:39:10,2.3833,11.2833,68.68,100,100,2.13
389,Karaton,ID,2021-10-30 22:39:10,-6.3424,106.1045,82.96,92,98,1.34
390,Qitaihe,CN,2021-10-30 22:39:10,45.8,130.85,34.86,36,100,5.12
391,Gamba,GA,2021-10-30 22:39:11,-2.65,10.0,76.89,91,100,6.35
392,Anshun,CN,2021-10-30 22:39:11,26.25,105.9333,53.53,96,100,4.36
393,Kurilsk,RU,2021-10-30 22:39:12,45.2333,147.8833,47.14,75,51,5.91
394,Batsfjord,NO,2021-10-30 22:39:13,70.6345,29.7185,38.28,76,99,8.41
395,Campbell River,CA,2021-10-30 22:34:46,50.0163,-125.2446,52.18,46,20,1.99
396,Tondano,ID,2021-10-30 22:39:13,1.3038,124.9112,68.09,91,98,2.21
397,Tynda,RU,2021-10-30 22:39:14,55.1667,124.7167,16.75,65,27,1.97
398,Okahandja,NA,2021-10-30 22:39:14,-21.9833,16.9167,68.31,20,0,4.83
399,Neuquen,AR,2021-10-30 22:39:15,-38.9516,-68.0591,66.09,27,75,16.11
400,Samfya,ZM,2021-10-30 22:39:15,-11.3649,29.5565,72.57,36,55,4.88
401,Shemonaikha,KZ,2021-10-30 22:39:16,50.6328,81.9056,34.5,60,100,6.76
402,Cockburn Town,TC,2021-10-30 22:39:05,21.4612,-71.1419,82.36,69,40,9.22
403,Saldanha,ZA,2021-10-30 22:39:16,-33.0117,17.9442,59.05,84,27,8.88
404,Bima,ID,2021-10-30 22:39:17,-8.4667,118.7167,80.78,82,96,0.96
405,Sandpoint,US,2021-10-30 22:39:17,48.2766,-116.5533,50.04,57,1,1.99
406,Coxim,BR,2021-10-30 22:38:27,-18.5067,-54.76,80.46,67,64,4.16
407,Xai-Xai,MZ,2021-10-30 22:39:18,-25.0519,33.6442,66.99,92,74,1.41
408,Erenhot,CN,2021-10-30 22:39:19,43.6475,111.9767,30.87,54,41,6.46
409,Belaya Gora,RU,2021-10-30 22:40:19,68.5333,146.4167,0.68,98,100,3.67
410,Sao Joao Da Barra,BR,2021-10-30 22:40:20,-21.6403,-41.0511,71.56,89,100,11.12
411,Terney,RU,2021-10-30 22:40:20,45.0503,136.6092,46.45,66,100,5.28
412,Seoul,KR,2021-10-30 22:35:45,37.5683,126.9778,51.24,93,20,1.14
413,Jalu,LY,2021-10-30 22:40:21,29.0331,21.5482,66.09,51,0,1.59
414,Ostrovnoy,RU,2021-10-30 22:40:21,68.0531,39.5131,34.5,96,100,6.64
415,Dali,CN,2021-10-30 22:40:22,25.7,100.1833,52.81,90,31,2.86
416,Panguna,PG,2021-10-30 22:40:23,-6.3164,155.4848,75.31,82,91,2.82
417,Itarema,BR,2021-10-30 22:40:24,-2.9248,-39.9167,80.13,76,26,10.76
418,Arroyo,ES,2021-10-30 22:40:24,41.6096,-4.7969,56.14,89,75,3.44
419,Petropavlovsk-Kamchatskiy,RU,2021-10-30 22:40:25,53.0452,158.6483,32.59,75,75,6.71
420,Tyrma,RU,2021-10-30 22:40:25,50.0833,132.1667,25.38,73,2,2.06
421,Porto Novo,BJ,2021-10-30 22:40:26,6.4965,2.6036,84.02,86,100,6.71
422,Meulaboh,ID,2021-10-30 22:40:26,4.1363,96.1285,75.31,87,92,4.61
423,Auki,SB,2021-10-30 22:40:27,-8.7676,160.7034,85.5,65,97,2.68
424,Chupa,RU,2021-10-30 22:40:27,66.27,33.0549,37.35,100,100,3.76
425,Tripoli,LY,2021-10-30 22:40:28,32.8752,13.1875,71.19,63,88,0.63
426,Nicoya,CR,2021-10-30 22:40:28,10.1483,-85.452,76.55,91,100,2.17
427,Skaudvile,LT,2021-10-30 22:40:29,55.4167,22.6167,46.18,84,5,9.98
428,Yancheng,CN,2021-10-30 22:40:29,33.3856,120.1253,56.82,72,26,2.8
429,Awbari,LY,2021-10-30 22:40:30,26.5921,12.7805,68.97,30,0,5.28
430,Kovur,IN,2021-10-30 22:40:30,14.4833,79.9833,79.07,85,100,5.84
431,Wilmington,US,2021-10-30 22:40:05,34.2257,-77.9447,64.31,62,1,11.5
432,San Jeronimo,PE,2021-10-30 22:40:31,-11.9472,-75.2829,57.33,64,94,6.53
433,Erdenet,MN,2021-10-30 22:40:31,49.0333,104.0833,27.55,73,86,4.79
434,Port Augusta,AU,2021-10-30 22:40:31,-32.5,137.7667,62.71,31,99,5.91
435,Pacifica,US,2021-10-30 22:40:32,37.6138,-122.4869,69.8,86,90,4.0
436,Yerbogachen,RU,2021-10-30 22:40:33,61.2767,108.0108,30.27,86,98,15.21
437,Sao Borja,BR,2021-10-30 22:40:33,-28.6606,-56.0044,75.94,88,47,8.79
438,Abu Dhabi,AE,2021-10-30 22:40:34,24.4667,54.3667,82.42,74,0,3.44
439,Eenhana,NA,2021-10-30 22:40:34,-17.4667,16.3333,78.55,26,69,8.32
440,Tulum,MX,2021-10-30 22:40:35,20.2167,-87.4667,82.98,61,15,2.62
441,Aden,YE,2021-10-30 22:38:44,12.7794,45.0367,84.15,72,22,24.32
442,Altar,MX,2021-10-30 22:40:35,30.7,-111.8167,86.99,14,0,10.04
443,Labuan,MY,2021-10-30 22:40:36,5.2767,115.2417,77.16,94,20,0.0
444,Mandan,US,2021-10-30 22:40:36,46.8267,-100.8896,49.98,49,20,18.41
445,Tomatlan,MX,2021-10-30 22:38:07,19.9333,-105.25,83.35,70,10,4.9
446,Zhaotong,CN,2021-10-30 22:40:37,27.3167,103.7167,45.18,94,100,6.38
447,Manta,EC,2021-10-30 22:40:38,-0.95,-80.7333,76.78,78,75,10.36
448,San Andres,CO,2021-10-30 22:40:00,12.5847,-81.7006,84.22,79,75,12.66
449,Lorengau,PG,2021-10-30 22:40:38,-2.0226,147.2712,83.19,79,93,7.85
450,Naze,JP,2021-10-30 22:40:39,28.3667,129.4833,65.32,76,1,6.46
451,Yeppoon,AU,2021-10-30 22:40:39,-23.1333,150.7333,80.38,62,23,5.77
452,Barmer,IN,2021-10-30 22:40:40,25.75,71.3833,74.23,23,5,5.03
453,Brae,GB,2021-10-30 22:40:40,60.3964,-1.353,48.11,91,100,13.24
454,Kachiry,KZ,2021-10-30 22:40:41,53.0675,76.1036,35.42,96,100,18.03
455,Turukhansk,RU,2021-10-30 22:40:41,65.8167,87.9833,13.84,96,99,8.03
456,Seminole,US,2021-10-30 22:41:41,28.7086,-81.2081,70.16,73,1,9.22
457,Voh,NC,2021-10-30 22:41:42,-20.9667,164.7,83.62,49,1,4.18
458,Dhanaura,IN,2021-10-30 22:41:42,28.9667,78.25,61.47,52,0,5.64
459,Skelleftea,SE,2021-10-30 22:39:38,64.7507,20.9528,41.36,69,23,6.91
460,Pudozh,RU,2021-10-30 22:41:43,61.8099,36.5345,42.03,96,91,6.8
461,Ust-Uda,RU,2021-10-30 22:41:44,54.1742,103.0304,29.35,89,90,1.86
462,Narsaq,GL,2021-10-30 22:41:45,60.9167,-46.05,28.62,71,95,4.32
463,Glendive,US,2021-10-30 22:41:47,47.1053,-104.7125,41.79,48,90,19.57
464,Jacqueville,CI,2021-10-30 22:41:47,5.2052,-4.4146,79.61,83,64,9.6
465,Eldorado,BR,2021-10-30 22:41:47,-23.7869,-54.2836,69.85,93,99,7.43
466,Ozinki,RU,2021-10-30 22:41:48,51.1786,49.6769,40.8,88,6,9.64
467,Buchanan,LR,2021-10-30 22:41:49,5.8808,-10.0467,76.96,88,98,5.1
468,Camacha,PT,2021-10-30 22:41:49,33.0833,-16.3333,69.22,83,20,12.66
469,Inhambane,MZ,2021-10-30 22:41:49,-23.865,35.3833,70.21,75,3,7.2
470,Nahavand,IR,2021-10-30 22:41:50,34.1885,48.377,55.04,59,99,1.16
471,Nizhniy Odes,RU,2021-10-30 22:41:50,63.6445,54.856,22.82,97,100,2.89
472,Tekeli,KZ,2021-10-30 22:38:09,44.83,78.8239,37.51,75,95,6.29
473,Diplo,PK,2021-10-30 22:41:52,24.4667,69.584,76.46,30,28,6.26
474,Natal,BR,2021-10-30 22:41:53,-5.795,-35.2094,80.82,74,20,13.8
475,Buala,SB,2021-10-30 22:41:53,-8.145,159.5921,84.49,72,91,10.0
476,Taian,CN,2021-10-30 22:41:53,36.1853,117.12,59.76,73,80,0.4
477,Wewak,PG,2021-10-30 22:41:54,-3.5534,143.6268,82.15,82,48,5.59
478,Syracuse,IT,2021-10-30 22:41:55,37.0881,15.2792,64.31,89,100,4.7
479,Sinnar,SD,2021-10-30 22:41:55,13.5691,33.5672,85.62,23,45,9.08
480,Saskylakh,RU,2021-10-30 22:40:35,71.9167,114.0833,12.45,92,100,12.35
481,Viedma,AR,2021-10-30 22:41:56,-40.8135,-62.9967,50.43,70,89,21.94
482,Choix,MX,2021-10-30 22:41:56,26.7092,-108.3219,89.35,31,0,4.7
483,Teya,RU,2021-10-30 22:41:57,60.3778,92.6267,18.39,84,100,12.41
484,Japura,ID,2021-10-30 22:41:57,-0.3167,102.35,73.44,98,21,0.92
485,Makakilo City,US,2021-10-30 22:41:58,21.3469,-158.0858,83.61,58,90,5.75
486,Alexandria,EG,2021-10-30 22:37:49,31.2156,29.9553,71.56,78,40,4.61
487,Tongling,CN,2021-10-30 22:41:58,30.95,117.7833,57.76,71,79,4.43
488,Jardim,BR,2021-10-30 22:41:59,-21.4803,-56.1381,72.21,89,88,2.91
489,El Paso,US,2021-10-30 22:41:37,31.8001,-106.2005,83.66,13,1,6.91
490,Qaqortoq,GL,2021-10-30 22:42:00,60.7167,-46.0333,28.9,74,86,4.07
491,Kurikka,FI,2021-10-30 22:42:00,62.6167,22.4167,48.63,97,86,5.28
492,Araouane,ML,2021-10-30 22:41:19,18.9048,-3.5265,84.88,22,81,10.65
493,Khrebtovaya,RU,2021-10-30 22:42:01,56.7032,104.2494,29.5,98,100,5.64
494,Talara,PE,2021-10-30 22:42:01,-4.5772,-81.2719,66.96,77,40,13.8
495,Lavrentiya,RU,2021-10-30 22:42:02,65.5833,-171.0,13.84,80,28,6.53
496,Nizwa,OM,2021-10-30 22:42:03,22.9333,57.5333,75.15,30,1,4.16
497,Yeniseysk,RU,2021-10-30 22:42:03,58.4497,92.1703,26.17,57,74,7.63
498,Vytegra,RU,2021-10-30 22:42:04,61.0064,36.4481,41.7,92,82,7.05
499,Concordia,AR,2021-10-30 22:37:58,-31.393,-58.0209,84.78,51,19,4.0
500,Yangambi,CD,2021-10-30 22:42:04,0.8102,24.4336,69.64,99,42,2.46
501,Manbij,SY,2021-10-30 22:42:05,36.5281,37.9549,63.37,64,88,15.79
502,Abbeville,FR,2021-10-30 22:42:05,50.1,1.8333,52.5,90,100,7.87
503,Guaruja,BR,2021-10-30 22:42:06,-23.9931,-46.2564,75.16,26,62,3.0
504,Ugoofaaru,MV,2021-10-30 22:43:06,5.6667,73.0,81.0,77,19,9.48
505,Zonguldak,TR,2021-10-30 22:43:07,41.25,31.8333,45.14,62,0,4.52
506,Hua Hin,TH,2021-10-30 22:43:07,12.5707,99.9588,77.45,87,100,4.23
507,Maniitsoq,GL,2021-10-30 22:43:08,65.4167,-52.9,35.37,98,100,24.09
508,Tuscaloosa,US,2021-10-30 22:39:20,33.2098,-87.5692,56.98,87,90,4.61
509,New Ross,IE,2021-10-30 22:43:08,52.3967,-6.9367,55.09,58,99,22.21
510,Carutapera,BR,2021-10-30 22:39:25,-1.195,-46.02,77.7,85,36,5.53
511,Chadan,RU,2021-10-30 22:43:09,51.2833,91.5833,31.68,76,100,0.89
512,Sebastian,US,2021-10-30 22:43:10,35.1668,-94.2669,65.41,57,0,3.94
513,Turbat,PK,2021-10-30 22:43:10,26.0023,63.044,76.64,19,5,5.01
514,Sorland,NO,2021-10-30 22:39:44,67.667,12.6934,48.92,89,100,22.17
515,Muroto,JP,2021-10-30 22:43:11,33.2833,134.15,59.04,89,100,19.37
516,Tarancon,ES,2021-10-30 22:43:12,40.0085,-3.0073,58.23,98,100,5.08
517,Arteche,PH,2021-10-30 22:43:12,12.2645,125.4048,80.87,76,89,12.35
518,Kushima,JP,2021-10-30 22:43:12,31.4583,131.2333,62.64,90,63,7.56
519,Bambanglipuro,ID,2021-10-30 22:43:13,-7.95,110.2833,78.03,89,88,4.38
520,Tezu,IN,2021-10-30 22:43:14,27.9167,96.1667,64.99,52,45,3.67
521,Paternion,AT,2021-10-30 22:43:14,46.7142,13.6361,47.23,85,97,3.98
522,Eydhafushi,MV,2021-10-30 22:43:15,5.1033,73.0708,81.72,69,42,11.07
523,Iskateley,RU,2021-10-30 22:43:15,67.6803,53.1512,17.28,92,100,13.31
524,Yantzaza,EC,2021-10-30 22:43:16,-3.8278,-78.7594,72.37,84,26,1.83
525,Sarangani,PH,2021-10-30 22:43:17,5.4033,125.4636,82.63,75,100,5.03
526,Saint-Francois,FR,2021-10-30 22:43:17,46.4154,3.9054,59.47,88,86,2.3
527,Nanakuli,US,2021-10-30 22:43:18,21.3906,-158.1547,85.03,54,90,5.75
528,Huarmey,PE,2021-10-30 22:43:18,-10.0681,-78.1522,65.25,81,58,8.66
529,Mikhaylovka,RU,2021-10-30 22:43:19,50.06,43.2379,41.02,76,0,4.14
530,Mitry-Mory,FR,2021-10-30 22:43:19,48.9833,2.6167,52.99,94,75,5.75
531,Katsuura,JP,2021-10-30 22:43:20,35.1333,140.3,60.12,74,100,4.29
532,Tilichiki,RU,2021-10-30 22:43:20,60.4667,166.1,4.8,91,13,8.99
533,Tombouctou,ML,2021-10-30 22:43:21,20.0,-3.0,83.82,23,15,10.27
534,Raubling,DE,2021-10-30 22:43:21,47.7905,12.1109,53.26,94,100,5.55
535,Dongying,CN,2021-10-30 22:43:23,37.4564,118.4856,55.72,77,41,5.12
536,Bodden Town,KY,2021-10-30 22:43:24,19.2833,-81.25,86.0,75,20,4.0
537,Abdulino,RU,2021-10-30 22:43:24,53.7,53.6667,42.75,97,100,8.48
538,Acapulco,MX,2021-10-30 22:39:48,16.8634,-99.8901,82.72,78,36,8.88
539,Sukhothai,TH,2021-10-30 22:43:25,17.25,99.6667,72.79,97,100,2.26
540,Seymchan,RU,2021-10-30 22:40:33,62.8833,152.4333,5.76,83,100,7.16
541,Ulladulla,AU,2021-10-30 22:41:28,-35.35,150.4667,61.7,50,5,4.41
542,Vestmannaeyjar,IS,2021-10-30 22:41:24,63.4427,-20.2734,43.68,77,84,3.69
543,Olafsvik,IS,2021-10-30 22:43:27,64.8945,-23.7142,42.37,83,73,22.12
544,Sinnamary,GF,2021-10-30 22:43:27,5.3833,-52.95,79.18,83,14,6.49
545,Santa Cruz De La Palma,ES,2021-10-30 22:43:28,28.6835,-17.7642,68.14,68,0,9.22
546,Saint Anthony,US,2021-10-30 22:43:28,45.0205,-93.218,59.04,58,1,1.01
547,Banda Aceh,ID,2021-10-30 22:43:29,5.5577,95.3222,77.76,85,99,9.01
548,Hohr-Grenzhausen,DE,2021-10-30 22:43:29,50.4333,7.6667,56.55,96,100,5.12
549,Swellendam,ZA,2021-10-30 22:44:30,-34.0226,20.4417,53.98,87,84,1.54
550,Tomari,RU,2021-10-30 22:44:30,47.7658,142.0683,43.32,84,100,16.51
551,Amga,RU,2021-10-30 22:44:31,60.8953,131.9608,-2.15,100,87,1.79
552,Nuevo Progreso,MX,2021-10-30 22:44:31,23.1667,-97.95,88.59,45,0,5.01
553,Bowen,AU,2021-10-30 22:44:32,-20.0167,148.2333,82.62,66,12,5.5
554,Aliwal North,ZA,2021-10-30 22:44:32,-30.6937,26.7114,55.6,60,0,5.48
555,Kilindoni,TZ,2021-10-30 22:42:24,-7.9139,39.6668,78.6,78,11,8.12
556,Bereznik,RU,2021-10-30 22:44:33,62.8551,42.7072,42.62,91,100,7.27
557,Ati,TD,2021-10-30 22:44:33,13.2154,18.3353,85.37,16,20,7.99
558,Vilyuysk,RU,2021-10-30 22:44:34,63.7553,121.6247,16.11,91,100,11.3
559,Henties Bay,NA,2021-10-30 22:44:34,-22.116,14.2845,56.86,91,0,4.76
560,Paranaiba,BR,2021-10-30 22:44:35,-19.6772,-51.1908,75.18,77,86,4.83
561,Ambilobe,MG,2021-10-30 22:44:35,-13.2,49.05,74.43,83,85,1.99
562,Pauini,BR,2021-10-30 22:44:36,-7.7136,-66.9764,80.13,68,78,3.09
563,Kubuta,SZ,2021-10-30 22:44:36,-26.8833,31.4833,60.06,75,96,1.03
564,Mancora,PE,2021-10-30 22:44:37,-4.1078,-81.0475,66.78,65,23,10.78
565,Iqaluit,CA,2021-10-30 22:44:37,63.7506,-68.5145,37.13,69,75,11.99
566,Ulety,RU,2021-10-30 22:44:38,51.3572,112.4849,24.19,60,57,2.53
